gene.chr,gene.start,gene.stop,gene.id,gene.strand,probe.chr,probe.start,probe.stop,probe.id,probe.strand
chr5,17749057,17752849,AT5G44100,-,chr5,17749057,17752849,AT5G44100,-
chr5,17753959,17755768,AT5G44110,-,chr5,17753959,17755768,AT5G44110,-
chr5,17756238,17758336,AT5G44120,-,chr5,17756238,17758336,AT5G44120,-
chr5,17760865,17762089,AT5G44130,+,chr5,17760865,17762089,AT5G44130,+
chr5,17762491,17763666,AT5G44140,+,chr5,17762491,17763666,AT5G44140,+
chr5,17763631,17765428,AT5G44150,-,chr5,17763631,17765428,AT5G44150,-
chr5,17772856,17775749,AT5G44160,+,chr5,17772856,17775749,AT5G44160,+
chr5,17780206,17781364,AT5G44170,+,chr5,17780206,17781364,AT5G44170,+
chr5,17782428,17790234,AT5G44180,+,chr5,17782428,17790234,AT5G44180,+
chr5,17798262,17800926,AT5G44190,+,chr5,17798262,17800926,AT5G44190,+
chr5,17801737,17804203,AT5G44200,-,chr5,17801737,17804203,AT5G44200,-
chr5,17806397,17807541,AT5G44210,+,chr5,17806397,17807541,AT5G44210,+
chr5,17810477,17811364,AT5G44220,+,chr5,17810477,17811364,AT5G44220,+
chr5,17814244,17816789,AT5G44230,+,chr5,17814244,17816789,AT5G44230,+
chr5,17816904,17823708,AT5G44240,+,chr5,17816904,17823708,AT5G44240,+
chr5,17823714,17825762,AT5G44250,-,chr5,17823714,17825762,AT5G44250,-
chr5,17827733,17828292,AT5G44255,+,chr5,17827733,17828292,AT5G44255,+
chr5,17829618,17831336,AT5G44260,-,chr5,17829618,17831336,AT5G44260,-
chr5,17832779,17833316,AT5G44265,-,chr5,17832779,17833316,AT5G44265,-
chr5,17833636,17835817,AT5G44270,+,chr5,17833636,17835817,AT5G44270,+
chr5,17835810,17839303,AT5G44280,-,chr5,17835810,17839303,AT5G44280,-
chr5,17839585,17839656,AT5G44283,-,chr5,17839585,17839656,AT5G44283,-
chr5,17840026,17840123,AT5G06565,+,chr5,17840026,17840123,AT5G06565,+
chr5,17840220,17840304,AT5G44286,+,chr5,17840220,17840304,AT5G44286,+
chr5,17840424,17843806,AT5G44290,-,chr5,17840424,17843806,AT5G44290,-
chr5,17845127,17846197,AT5G44300,-,chr5,17845127,17846197,AT5G44300,-
chr5,17847199,17847549,AT5G44306,-,chr5,17847199,17847549,AT5G44306,-
chr5,17847781,17849536,AT5G44310,-,chr5,17847781,17849536,AT5G44310,-
chr5,17851014,17851727,AT5G44313,+,chr5,17851014,17851727,AT5G44313,+
chr5,17852911,17854521,AT5G44316,+,chr5,17852911,17854521,AT5G44316,+
chr5,17854547,17856740,AT5G44320,-,chr5,17854547,17856740,AT5G44320,-
chr5,17857325,17859056,AT5G44330,+,chr5,17857325,17859056,AT5G44330,+
chr5,17859136,17861150,AT5G44340,-,chr5,17859136,17861150,AT5G44340,-
chr5,17862113,17863079,AT5G44345,+,chr5,17862113,17863079,AT5G44345,+
chr5,17864376,17865756,AT5G44350,+,chr5,17864376,17865756,AT5G44350,+
chr5,17871924,17873829,AT5G44360,-,chr5,17871924,17873829,AT5G44360,-
chr5,17874734,17877658,AT5G44370,-,chr5,17874734,17877658,AT5G44370,-
chr5,17877680,17877752,AT5G44375,-,chr5,17877680,17877752,AT5G44375,-
chr5,17878672,17881495,AT5G44380,-,chr5,17878672,17881495,AT5G44380,-
chr5,17882079,17885012,AT5G44390,-,chr5,17882079,17885012,AT5G44390,-
chr5,17886160,17888530,AT5G44400,-,chr5,17886160,17888530,AT5G44400,-
chr5,17891132,17893067,AT5G44410,-,chr5,17891132,17893067,AT5G44410,-
chr5,17893946,17896375,AT5G44415,+,chr5,17893946,17896375,AT5G44415,+
chr5,17896964,17900821,AT5G44416,-,chr5,17896964,17900821,AT5G44416,-
chr5,17901643,17903380,AT5G44417,-,chr5,17901643,17903380,AT5G44417,-
chr5,17905910,17906434,AT5G44418,-,chr5,17905910,17906434,AT5G44418,-
chr5,17906968,17907638,AT5G44420,-,chr5,17906968,17907638,AT5G44420,-
chr5,17908850,17909507,AT5G44430,-,chr5,17908850,17909507,AT5G44430,-
chr5,17910480,17912643,AT5G44440,-,chr5,17910480,17912643,AT5G44440,-
chr5,17913997,17916019,AT5G44450,-,chr5,17913997,17916019,AT5G44450,-
chr5,17916993,17918001,AT5G44460,+,chr5,17916993,17918001,AT5G44460,+
chr5,17918739,17919164,AT5G44470,+,chr5,17918739,17919164,AT5G44470,+
chr5,17920456,17923802,AT5G44480,+,chr5,17920456,17923802,AT5G44480,+
chr5,17923852,17925843,AT5G44490,+,chr5,17923852,17925843,AT5G44490,+
chr5,17926302,17926710,AT5G44495,-,chr5,17926302,17926710,AT5G44495,-
chr5,17927443,17929835,AT5G44500,+,chr5,17927443,17929835,AT5G44500,+
chr5,17929558,17934222,AT5G44510,-,chr5,17929558,17934222,AT5G44510,-
chr5,17934287,17936554,AT5G44520,-,chr5,17934287,17936554,AT5G44520,-
chr5,17937622,17941292,AT5G44530,+,chr5,17937622,17941292,AT5G44530,+
chr5,17941287,17941646,AT5G44540,-,chr5,17941287,17941646,AT5G44540,-
chr5,17941842,17943283,AT5G44550,-,chr5,17941842,17943283,AT5G44550,-
chr5,17944809,17945167,AT5G44555,+,chr5,17944809,17945167,AT5G44555,+
chr5,17945923,17948400,AT5G44560,+,chr5,17945923,17948400,AT5G44560,+
chr5,17947617,17948398,AT5G44562,-,chr5,17947617,17948398,AT5G44562,-
chr5,17949328,17950254,AT5G44563,+,chr5,17949328,17950254,AT5G44563,+
chr5,17949915,17950120,AT5G06575,-,chr5,17949915,17950120,AT5G06575,-
chr5,17951442,17953180,AT5G44565,+,chr5,17951442,17953180,AT5G44565,+
chr5,17953282,17954554,AT5G44567,+,chr5,17953282,17954554,AT5G44567,+
chr5,17958305,17959964,AT5G00585,+,chr5,17958305,17959964,AT5G00585,+
chr5,17958451,17958650,AT5G06585,+,chr5,17958451,17958650,AT5G06585,+
chr5,17961019,17962276,AT5G44568,-,chr5,17961019,17962276,AT5G44568,-
chr5,17963286,17963990,AT5G44569,+,chr5,17963286,17963990,AT5G44569,+
chr5,17963604,17963783,AT5G44566,-,chr5,17963604,17963783,AT5G44566,-
chr5,17964416,17966496,AT5G44570,+,chr5,17964416,17966496,AT5G44570,+
chr5,17968092,17970342,AT5G44572,+,chr5,17968092,17970342,AT5G44572,+
chr5,17970210,17971456,AT5G44574,+,chr5,17970210,17971456,AT5G44574,+
chr5,17973775,17975120,AT5G44575,+,chr5,17973775,17975120,AT5G44575,+
chr5,17977172,17978643,AT5G44578,+,chr5,17977172,17978643,AT5G44578,+
chr5,17979149,17980550,AT5G44580,+,chr5,17979149,17980550,AT5G44580,+
chr5,17980850,17981958,AT5G44582,+,chr5,17980850,17981958,AT5G44582,+
chr5,17984527,17986431,AT5G44585,+,chr5,17984527,17986431,AT5G44585,+
chr5,17985792,17986452,AT5G06595,-,chr5,17985792,17986452,AT5G06595,-
chr5,17985850,17985995,AT5G06605,+,chr5,17985850,17985995,AT5G06605,+
chr5,17987157,17987461,AT5G06615,-,chr5,17987157,17987461,AT5G06615,-
chr5,17987591,17989338,AT5G44590,+,chr5,17987591,17989338,AT5G44590,+
chr5,17989793,17991717,AT5G44600,+,chr5,17989793,17991717,AT5G44600,+
chr5,17993535,17994722,AT5G44610,-,chr5,17993535,17994722,AT5G44610,-
chr5,17997597,18000451,AT5G44620,-,chr5,17997597,18000451,AT5G44620,-
chr5,18002996,18005849,AT5G44630,+,chr5,18002996,18005849,AT5G44630,+
chr5,18006212,18010667,AT5G44635,-,chr5,18006212,18010667,AT5G44635,-
chr5,18011146,18012882,AT5G44640,+,chr5,18011146,18012882,AT5G44640,+
chr5,18013149,18015434,AT5G44650,+,chr5,18013149,18015434,AT5G44650,+
chr5,18015522,18017307,AT5G44660,+,chr5,18015522,18017307,AT5G44660,+
chr5,18018905,18021508,AT5G44670,-,chr5,18018905,18021508,AT5G44670,-
chr5,18023985,18026077,AT5G44680,-,chr5,18023985,18026077,AT5G44680,-
chr5,18029338,18032293,AT5G44690,-,chr5,18029338,18032293,AT5G44690,-
chr5,18032864,18037323,AT5G44700,-,chr5,18032864,18037323,AT5G44700,-
chr5,18040788,18040861,AT5G44705,+,chr5,18040788,18040861,AT5G44705,+
chr5,18040910,18042681,AT5G44710,+,chr5,18040910,18042681,AT5G44710,+
chr5,18042935,18045514,AT5G44720,+,chr5,18042935,18045514,AT5G44720,+
chr5,18045480,18047075,AT5G44730,-,chr5,18045480,18047075,AT5G44730,-
chr5,18047733,18051896,AT5G44740,-,chr5,18047733,18051896,AT5G44740,-
chr5,18052607,18060169,AT5G44750,+,chr5,18052607,18060169,AT5G44750,+
chr5,18060586,18062764,AT5G44760,+,chr5,18060586,18062764,AT5G44760,+
chr5,18065012,18066696,AT5G44770,+,chr5,18065012,18066696,AT5G44770,+
chr5,18067925,18070928,AT5G44780,+,chr5,18067925,18070928,AT5G44780,+
chr5,18069449,18073129,AT5G44785,-,chr5,18069449,18073129,AT5G44785,-
chr5,18075562,18080160,AT5G44790,-,chr5,18075562,18080160,AT5G44790,-
chr5,18083277,18093907,AT5G44800,-,chr5,18083277,18093907,AT5G44800,-
chr5,18095614,18097611,AT5G44820,-,chr5,18095614,18097611,AT5G44820,-
chr5,18100080,18101885,AT5G44830,-,chr5,18100080,18101885,AT5G44830,-
chr5,18104769,18107140,AT5G44840,-,chr5,18104769,18107140,AT5G44840,-
chr5,18108304,18109593,AT5G44850,+,chr5,18108304,18109593,AT5G44850,+
chr5,18109980,18110181,AT5G06635,+,chr5,18109980,18110181,AT5G06635,+
chr5,18110018,18111813,AT5G44860,-,chr5,18110018,18111813,AT5G44860,-
chr5,18114461,18119006,AT5G44870,+,chr5,18114461,18119006,AT5G44870,+
chr5,18121331,18124682,AT5G44875,+,chr5,18121331,18124682,AT5G44875,+
chr5,18125668,18126153,AT5G44880,+,chr5,18125668,18126153,AT5G44880,+
chr5,18126684,18131125,AT5G44890,-,chr5,18126684,18131125,AT5G44890,-
chr5,18133842,18134285,AT5G06655,-,chr5,18133842,18134285,AT5G06655,-
chr5,18135215,18136548,AT5G44900,+,chr5,18135215,18136548,AT5G44900,+
chr5,18137349,18138757,AT5G44910,+,chr5,18137349,18138757,AT5G44910,+
chr5,18138775,18140190,AT5G44920,+,chr5,18138775,18140190,AT5G44920,+
chr5,18138775,18142159,AT5G44930,-,chr5,18138775,18142159,AT5G44930,-
chr5,18138900,18140431,AT5G06665,-,chr5,18138900,18140431,AT5G06665,-
chr5,18142274,18146632,AT5G44925,-,chr5,18142274,18146632,AT5G44925,-
chr5,18148303,18148593,AT5G06675,-,chr5,18148303,18148593,AT5G06675,-
chr5,18149369,18150892,AT5G44940,+,chr5,18149369,18150892,AT5G44940,+
chr5,18151665,18153164,AT5G44950,+,chr5,18151665,18153164,AT5G44950,+
chr5,18153852,18155391,AT5G44960,+,chr5,18153852,18155391,AT5G44960,+
chr5,18155837,18157340,AT5G44970,+,chr5,18155837,18157340,AT5G44970,+
chr5,18157610,18158264,AT5G44973,-,chr5,18157610,18158264,AT5G44973,-
chr5,18160204,18162264,AT5G44980,+,chr5,18160204,18162264,AT5G44980,+
chr5,18163128,18164813,AT5G44990,+,chr5,18163128,18164813,AT5G44990,+
chr5,18165336,18167533,AT5G45000,+,chr5,18165336,18167533,AT5G45000,+
chr5,18166898,18168383,AT5G45010,-,chr5,18166898,18168383,AT5G45010,-
chr5,18168147,18170775,AT5G45020,+,chr5,18168147,18170775,AT5G45020,+
chr5,18172400,18176207,AT5G06695,+,chr5,18172400,18176207,AT5G06695,+
chr5,18172410,18176207,AT5G45030,+,chr5,18172410,18176207,AT5G45030,+
chr5,18175371,18176888,AT5G45040,-,chr5,18175371,18176888,AT5G45040,-
chr5,18176894,18181973,AT5G45050,-,chr5,18176894,18181973,AT5G45050,-
chr5,18182038,18187081,AT5G45060,+,chr5,18182038,18187081,AT5G45060,+
chr5,18187630,18189523,AT5G45070,-,chr5,18187630,18189523,AT5G45070,-
chr5,18191355,18193328,AT5G45080,-,chr5,18191355,18193328,AT5G45080,-
chr5,18194299,18196851,AT5G45082,-,chr5,18194299,18196851,AT5G45082,-
chr5,18197690,18201523,AT5G45085,-,chr5,18197690,18201523,AT5G45085,-
chr5,18202617,18205000,AT5G45090,-,chr5,18202617,18205000,AT5G45090,-
chr5,18207363,18209052,AT5G45095,+,chr5,18207363,18209052,AT5G45095,+
chr5,18218586,18220047,AT5G45100,+,chr5,18218586,18220047,AT5G45100,+
chr5,18223279,18225006,AT5G45105,-,chr5,18223279,18225006,AT5G45105,-
chr5,18228768,18231588,AT5G45110,+,chr5,18228768,18231588,AT5G45110,+
chr5,18231908,18233521,AT5G45113,-,chr5,18231908,18233521,AT5G45113,-
chr5,18233906,18237928,AT5G45116,+,chr5,18233906,18237928,AT5G45116,+
chr5,18238011,18238906,AT5G45115,-,chr5,18238011,18238906,AT5G45115,-
chr5,18241003,18242478,AT5G45120,+,chr5,18241003,18242478,AT5G45120,+
chr5,18244171,18246450,AT5G45130,+,chr5,18244171,18246450,AT5G45130,+
chr5,18247149,18258197,AT5G45140,-,chr5,18247149,18258197,AT5G45140,-
chr5,18260313,18264454,AT5G45150,+,chr5,18260313,18264454,AT5G45150,+
chr5,18264616,18270296,AT5G45160,+,chr5,18264616,18270296,AT5G45160,+
chr5,18270286,18273263,AT5G45170,-,chr5,18270286,18273263,AT5G45170,-
chr5,18274179,18276586,AT5G45180,-,chr5,18274179,18276586,AT5G45180,-
chr5,18277080,18281909,AT5G45190,-,chr5,18277080,18281909,AT5G45190,-
chr5,18283663,18290478,AT5G45200,-,chr5,18283663,18290478,AT5G45200,-
chr5,18295437,18298642,AT5G45210,+,chr5,18295437,18298642,AT5G45210,+
chr5,18298774,18301166,AT5G45220,-,chr5,18298774,18301166,AT5G45220,-
chr5,18302147,18308303,AT5G45230,-,chr5,18302147,18308303,AT5G45230,-
chr5,18313706,18319432,AT5G45240,+,chr5,18313706,18319432,AT5G45240,+
chr5,18321764,18326175,AT5G45250,-,chr5,18321764,18326175,AT5G45250,-
chr5,18326203,18332920,AT5G45260,+,chr5,18326203,18332920,AT5G45260,+
chr5,18333427,18333871,AT5G06705,+,chr5,18333427,18333871,AT5G06705,+
chr5,18333468,18333802,AT5G06715,-,chr5,18333468,18333802,AT5G06715,-
chr5,18334205,18337396,AT5G45275,-,chr5,18334205,18337396,AT5G45275,-
chr5,18338754,18340436,AT5G45276,-,chr5,18338754,18340436,AT5G45276,-
chr5,18341634,18341840,AT5G45277,-,chr5,18341634,18341840,AT5G45277,-
chr5,18345534,18349695,AT5G45280,+,chr5,18345534,18349695,AT5G45280,+
chr5,18349697,18352637,AT5G45290,-,chr5,18349697,18352637,AT5G45290,-
chr5,18353525,18356888,AT5G45300,+,chr5,18353525,18356888,AT5G45300,+
chr5,18358788,18358911,AT5G45307,-,chr5,18358788,18358911,AT5G45307,-
chr5,18359275,18361213,AT5G45310,-,chr5,18359275,18361213,AT5G45310,-
chr5,18362111,18363181,AT5G45320,-,chr5,18362111,18363181,AT5G45320,-
chr5,18363406,18366684,AT5G45330,-,chr5,18363406,18366684,AT5G45330,-
chr5,18368532,18371021,AT5G45340,-,chr5,18368532,18371021,AT5G45340,-
chr5,18381799,18384069,AT5G45350,-,chr5,18381799,18384069,AT5G45350,-
chr5,18384489,18386871,AT5G45360,-,chr5,18384489,18386871,AT5G45360,-
chr5,18387091,18390450,AT5G45370,+,chr5,18387091,18390450,AT5G45370,+
chr5,18390942,18395928,AT5G45380,+,chr5,18390942,18395928,AT5G45380,+
chr5,18396254,18398138,AT5G45390,+,chr5,18396254,18398138,AT5G45390,+
chr5,18398832,18402284,AT5G45400,+,chr5,18398832,18402284,AT5G45400,+
chr5,18401908,18403947,AT5G45410,-,chr5,18401908,18403947,AT5G45410,-
chr5,18404015,18406693,AT5G45420,-,chr5,18404015,18406693,AT5G45420,-
chr5,18407150,18411977,AT5G45430,+,chr5,18407150,18411977,AT5G45430,+
chr5,18412059,18413617,AT5G45440,-,chr5,18412059,18413617,AT5G45440,-
chr5,18414991,18415811,AT5G45450,+,chr5,18414991,18415811,AT5G45450,+
chr5,18416159,18416714,AT5G45455,+,chr5,18416159,18416714,AT5G45455,+
chr5,18416614,18419532,AT5G45460,-,chr5,18416614,18419532,AT5G45460,-
chr5,18421549,18431063,AT5G45472,+,chr5,18421549,18431063,AT5G45472,+
chr5,18421704,18421962,AT5G45469,+,chr5,18421704,18421962,AT5G45469,+
chr5,18421985,18425042,AT5G45470,-,chr5,18421985,18425042,AT5G45470,-
chr5,18425837,18427016,AT5G45475,+,chr5,18425837,18427016,AT5G45475,+
chr5,18426104,18429090,AT5G45480,-,chr5,18426104,18429090,AT5G45480,-
chr5,18429047,18432430,AT5G45490,+,chr5,18429047,18432430,AT5G45490,+
chr5,18432446,18435524,AT5G45500,-,chr5,18432446,18435524,AT5G45500,-
chr5,18444607,18449446,AT5G45510,+,chr5,18444607,18449446,AT5G45510,+
chr5,18449476,18453683,AT5G45520,-,chr5,18449476,18453683,AT5G45520,-
chr5,18454188,18457303,AT5G45530,-,chr5,18454188,18457303,AT5G45530,-
chr5,18457870,18460914,AT5G45540,-,chr5,18457870,18460914,AT5G45540,-
chr5,18462107,18465097,AT5G45550,+,chr5,18462107,18465097,AT5G45550,+
chr5,18465283,18470944,AT5G45560,+,chr5,18465283,18470944,AT5G45560,+
chr5,18471498,18475574,AT5G45570,+,chr5,18471498,18475574,AT5G45570,+
chr5,18475758,18476576,AT5G45573,-,chr5,18475758,18476576,AT5G45573,-
chr5,18476996,18479429,AT5G45576,-,chr5,18476996,18479429,AT5G45576,-
chr5,18480809,18483044,AT5G45580,-,chr5,18480809,18483044,AT5G45580,-
chr5,18484179,18486340,AT5G45590,-,chr5,18484179,18486340,AT5G45590,-
chr5,18486675,18487339,AT5G45595,-,chr5,18486675,18487339,AT5G45595,-
chr5,18487798,18489869,AT5G45600,+,chr5,18487798,18489869,AT5G45600,+
chr5,18490320,18490555,AT5G06735,+,chr5,18490320,18490555,AT5G06735,+
chr5,18490916,18495757,AT5G45605,-,chr5,18490916,18495757,AT5G45605,-
chr5,18496228,18499888,AT5G45610,-,chr5,18496228,18499888,AT5G45610,-
chr5,18501486,18504144,AT5G45620,+,chr5,18501486,18504144,AT5G45620,+
chr5,18505536,18506382,AT5G45630,-,chr5,18505536,18506382,AT5G45630,-
chr5,18507489,18511616,AT5G45640,-,chr5,18507489,18511616,AT5G45640,-
chr5,18513127,18518972,AT5G45650,-,chr5,18513127,18518972,AT5G45650,-
chr5,18524889,18527040,AT5G45660,+,chr5,18524889,18527040,AT5G45660,+
chr5,18528267,18530501,AT5G45670,+,chr5,18528267,18530501,AT5G45670,+
chr5,18530834,18532337,AT5G45680,+,chr5,18530834,18532337,AT5G45680,+
chr5,18534999,18536316,AT5G45690,-,chr5,18534999,18536316,AT5G45690,-
chr5,18537239,18538418,AT5G45700,+,chr5,18537239,18538418,AT5G45700,+
chr5,18540665,18542864,AT5G45710,+,chr5,18540665,18542864,AT5G45710,+
chr5,18542973,18547341,AT5G45720,-,chr5,18542973,18547341,AT5G45720,-
chr5,18542980,18543051,AT5G45715,-,chr5,18542980,18543051,AT5G45715,-
chr5,18551259,18551579,AT5G06745,+,chr5,18551259,18551579,AT5G06745,+
chr5,18551809,18553907,AT5G45730,+,chr5,18551809,18553907,AT5G45730,+
chr5,18556539,18558406,AT5G45740,-,chr5,18556539,18558406,AT5G45740,-
chr5,18558845,18558916,AT5G45745,+,chr5,18558845,18558916,AT5G45745,+
chr5,18559060,18560945,AT5G45750,+,chr5,18559060,18560945,AT5G45750,+
chr5,18561033,18563202,AT5G45760,+,chr5,18561033,18563202,AT5G45760,+
chr5,18563333,18564921,AT5G45770,+,chr5,18563333,18564921,AT5G45770,+
chr5,18564992,18566582,AT5G45775,-,chr5,18564992,18566582,AT5G45775,-
chr5,18566798,18569906,AT5G45780,-,chr5,18566798,18569906,AT5G45780,-
chr5,18572301,18574011,AT5G45790,+,chr5,18572301,18574011,AT5G45790,+
chr5,18575520,18579241,AT5G45800,-,chr5,18575520,18579241,AT5G45800,-
chr5,18584676,18586590,AT5G45810,+,chr5,18584676,18586590,AT5G45810,+
chr5,18586870,18588792,AT5G45820,-,chr5,18586870,18588792,AT5G45820,-
chr5,18589418,18591506,AT5G45830,-,chr5,18589418,18591506,AT5G45830,-
chr5,18593917,18597907,AT5G45840,-,chr5,18593917,18597907,AT5G45840,-
chr5,18599746,18601661,AT5G45850,-,chr5,18599746,18601661,AT5G45850,-
chr5,18603990,18604677,AT5G45860,-,chr5,18603990,18604677,AT5G45860,-
chr5,18606398,18607111,AT5G45870,-,chr5,18606398,18607111,AT5G45870,-
chr5,18608391,18608933,AT5G45875,-,chr5,18608391,18608933,AT5G45875,-
chr5,18609628,18611166,AT5G45880,-,chr5,18609628,18611166,AT5G45880,-
chr5,18613239,18614963,AT5G45890,+,chr5,18613239,18614963,AT5G45890,+
chr5,18615175,18618597,AT5G45900,+,chr5,18615175,18618597,AT5G45900,+
chr5,18619016,18619295,AT5G06765,-,chr5,18619016,18619295,AT5G06765,-
chr5,18619461,18619870,AT5G45905,+,chr5,18619461,18619870,AT5G45905,+
chr5,18620299,18622301,AT5G45910,-,chr5,18620299,18622301,AT5G45910,-
chr5,18622647,18625697,AT5G45920,+,chr5,18622647,18625697,AT5G45920,+
chr5,18627950,18629697,AT5G45930,+,chr5,18627950,18629697,AT5G45930,+
chr5,18629562,18630706,AT5G45940,-,chr5,18629562,18630706,AT5G45940,-
chr5,18634041,18636720,AT5G45950,+,chr5,18634041,18636720,AT5G45950,+
chr5,18636928,18640401,AT5G45960,-,chr5,18636928,18640401,AT5G45960,-
chr5,18643540,18645976,AT5G45970,+,chr5,18643540,18645976,AT5G45970,+
chr5,18648886,18650836,AT5G45980,+,chr5,18648886,18650836,AT5G45980,+
chr5,18651265,18654075,AT5G45990,+,chr5,18651265,18654075,AT5G45990,+
chr5,18654196,18656376,AT5G46000,-,chr5,18654196,18656376,AT5G46000,-
chr5,18660539,18661268,AT5G46010,+,chr5,18660539,18661268,AT5G46010,+
chr5,18662255,18662527,AT5G06775,+,chr5,18662255,18662527,AT5G06775,+
chr5,18662805,18664908,AT5G46020,-,chr5,18662805,18664908,AT5G46020,-
chr5,18665255,18665596,AT5G46025,-,chr5,18665255,18665596,AT5G46025,-
chr5,18670051,18671461,AT5G46030,+,chr5,18670051,18671461,AT5G46030,+
chr5,18671397,18673551,AT5G46040,-,chr5,18671397,18673551,AT5G46040,-
chr5,18674968,18679191,AT5G46050,-,chr5,18674968,18679191,AT5G46050,-
chr5,18681326,18682708,AT5G46060,+,chr5,18681326,18682708,AT5G46060,+
chr5,18683319,18688822,AT5G46070,+,chr5,18683319,18688822,AT5G46070,+
chr5,18689361,18690857,AT5G46080,-,chr5,18689361,18690857,AT5G46080,-
chr5,18693316,18693567,AT5G46085,-,chr5,18693316,18693567,AT5G46085,-
chr5,18693485,18694129,AT5G46090,+,chr5,18693485,18694129,AT5G46090,+
chr5,18694316,18695856,AT5G46100,-,chr5,18694316,18695856,AT5G46100,-
chr5,18697235,18700900,AT5G46110,+,chr5,18697235,18700900,AT5G46110,+
chr5,18698662,18698733,AT5G46105,-,chr5,18698662,18698733,AT5G46105,-
chr5,18701246,18701852,AT5G46115,+,chr5,18701246,18701852,AT5G46115,+
chr5,18701856,18702030,AT5G00590,-,chr5,18701856,18702030,AT5G00590,-
chr5,18702624,18702875,AT5G46120,-,chr5,18702624,18702875,AT5G46120,-
chr5,18702914,18704484,AT5G46130,-,chr5,18702914,18704484,AT5G46130,-
chr5,18704997,18706708,AT5G46140,-,chr5,18704997,18706708,AT5G46140,-
chr5,18707546,18710722,AT5G46150,-,chr5,18707546,18710722,AT5G46150,-
chr5,18710851,18712559,AT5G46160,-,chr5,18710851,18712559,AT5G46160,-
chr5,18714864,18717031,AT5G46170,-,chr5,18714864,18717031,AT5G46170,-
chr5,18718417,18721744,AT5G46180,-,chr5,18718417,18721744,AT5G46180,-
chr5,18721752,18726249,AT5G46190,-,chr5,18721752,18726249,AT5G46190,-
chr5,18726804,18727439,AT5G46195,+,chr5,18726804,18727439,AT5G46195,+
chr5,18727802,18730331,AT5G46200,-,chr5,18727802,18730331,AT5G46200,-
chr5,18731371,18736815,AT5G46210,-,chr5,18731371,18736815,AT5G46210,-
chr5,18738697,18742126,AT5G46220,+,chr5,18738697,18742126,AT5G46220,+
chr5,18742272,18743077,AT5G46230,-,chr5,18742272,18743077,AT5G46230,-
chr5,18743510,18747406,AT5G46240,-,chr5,18743510,18747406,AT5G46240,-
chr5,18747608,18747881,AT5G06785,+,chr5,18747608,18747881,AT5G06785,+
chr5,18755280,18758333,AT5G46250,+,chr5,18755280,18758333,AT5G46250,+
chr5,18758699,18763503,AT5G46260,-,chr5,18758699,18763503,AT5G46260,-
chr5,18763972,18769090,AT5G46270,-,chr5,18763972,18769090,AT5G46270,-
chr5,18769157,18769416,AT5G06795,+,chr5,18769157,18769416,AT5G06795,+
chr5,18769649,18773706,AT5G46280,-,chr5,18769649,18773706,AT5G46280,-
chr5,18774056,18776839,AT5G46290,-,chr5,18774056,18776839,AT5G46290,-
chr5,18779790,18780205,AT5G46295,-,chr5,18779790,18780205,AT5G46295,-
chr5,18781172,18781838,AT5G46297,+,chr5,18781172,18781838,AT5G46297,+
chr5,18783585,18784786,AT5G46300,+,chr5,18783585,18784786,AT5G46300,+
chr5,18785672,18786956,AT5G46310,+,chr5,18785672,18786956,AT5G46310,+
chr5,18787079,18787990,AT5G46315,+,chr5,18787079,18787990,AT5G46315,+
chr5,18788086,18788910,AT5G46320,-,chr5,18788086,18788910,AT5G46320,-
chr5,18790308,18790387,AT5G46325,+,chr5,18790308,18790387,AT5G46325,+
chr5,18791575,18795908,AT5G46330,+,chr5,18791575,18795908,AT5G46330,+
chr5,18795737,18800122,AT5G46340,-,chr5,18795737,18800122,AT5G46340,-
chr5,18801164,18804056,AT5G46350,-,chr5,18801164,18804056,AT5G46350,-
chr5,18804617,18804717,AT5G06815,+,chr5,18804617,18804717,AT5G06815,+
chr5,18806563,18808224,AT5G46360,-,chr5,18806563,18808224,AT5G46360,-
chr5,18809496,18811870,AT5G46370,-,chr5,18809496,18811870,AT5G46370,-
chr5,18813088,18816431,AT5G46380,-,chr5,18813088,18816431,AT5G46380,-
chr5,18816585,18819462,AT5G46390,+,chr5,18816585,18819462,AT5G46390,+
chr5,18819464,18819755,AT5G46395,-,chr5,18819464,18819755,AT5G46395,-
chr5,18819933,18824782,AT5G46400,+,chr5,18819933,18824782,AT5G46400,+
chr5,18825100,18829624,AT5G46410,+,chr5,18825100,18829624,AT5G46410,+
chr5,18829436,18833060,AT5G46420,+,chr5,18829436,18833060,AT5G46420,+
chr5,18833240,18834632,AT5G46430,+,chr5,18833240,18834632,AT5G46430,+
chr5,18833820,18833896,AT5G06825,+,chr5,18833820,18833896,AT5G06825,+
chr5,18834643,18835162,AT5G46440,+,chr5,18834643,18835162,AT5G46440,+
chr5,18835605,18840058,AT5G46450,+,chr5,18835605,18840058,AT5G46450,+
chr5,18840196,18842479,AT5G46460,+,chr5,18840196,18842479,AT5G46460,+
chr5,18842553,18849741,AT5G46470,+,chr5,18842553,18849741,AT5G46470,+
chr5,18850645,18853896,AT5G46490,+,chr5,18850645,18853896,AT5G46490,+
chr5,18855955,18858552,AT5G46500,+,chr5,18855955,18858552,AT5G46500,+
chr5,18860234,18867015,AT5G46510,+,chr5,18860234,18867015,AT5G46510,+
chr5,18866218,18866362,AT5G06835,+,chr5,18866218,18866362,AT5G06835,+
chr5,18867616,18872494,AT5G46520,+,chr5,18867616,18872494,AT5G46520,+
